,RUC,Company_Name,DESCRIPTION_CIIU,CIIU,District,UBIGEO,Sector,PERIOD,PUBLICATION_DATE
252,20602151574,MARZALA EXPORT SOCIEDAD ANONIMA CERRADA,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,LA MOLINA,150114,MANUFACTURA,2021,2023-06-26
253,20602332986,PACIFIC PRIDE S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
254,20513328495,AGRONEGOCIOS LA GRAMA S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,LINCE,150116,MANUFACTURA,2021,2023-06-26
255,20504004415,GANDULES INC SAC,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,LA MOLINA,150114,MANUFACTURA,2021,2023-06-26
256,20508257954,ALPA SWEET EIRL,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
257,20177565751,AGRO INDUSTRIAS EMIC EIRL,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
259,20546090435,NOBEX AGROINDUSTRIAL S.A.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
262,20546269915,AGRO-EMPAQUES SAFCO S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
264,20293583626,MEBOL SAC,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
266,20571526213,"GAM SPICES INTERNACIONAL S.A.C."" - GAM SPICES SA.C.",ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
268,20423354284,FUNDO SAN FERNANDO S.A.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,LA MOLINA,150114,MANUFACTURA,2021,2023-06-26
270,20282801141,CORPORACION PESQUERA 1313 S.A. EN LIQUIDACION,ELAB. Y CONS DE PESCADO.,1512,SAN MIGUEL,150136,MANUFACTURA,2021,2023-06-26
271,20340941790,PACIFIC NATURAL FOODS S.A.C.,ELAB. Y CONS DE PESCADO.,1512,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
272,20484218731,SERMARSU SOCIEDAD ANONIMA CERRADA,ELAB. Y CONS DE PESCADO.,1512,SAN LUIS,150134,MANUFACTURA,2021,2023-06-26
273,20160272784,ARMADORES Y CONGELADORES DEL PACIFICO SA,ELAB. Y CONS DE PESCADO.,1512,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
274,20136165667,PESQUERA HAYDUK S.A.,ELAB. Y CONS DE PESCADO.,1512,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
276,20517834255,INVERSIONES PRISCO  S.A.C.,ELAB. Y CONS DE PESCADO.,1512,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
277,20512857869,SERCOSTA SAC,ELAB. Y CONS DE PESCADO.,1512,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
278,20538051081,ULTRAMAR WORLD S.A.C.,ELAB. Y CONS DE PESCADO.,1512,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
279,20600480228,INVERSIONES Y NEGOCIOS DARLYN S.A.C,ELAB. Y CONS DE PESCADO.,1512,LIMA,150101,MANUFACTURA,2021,2023-06-26
280,20546645593,FRIGOSA SOCIEDAD ANONIMA CERRADA - FRIGOSA S.A.C.,ELAB. Y CONS DE PESCADO.,1512,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
281,20522597032,MARPROTEIN S.A.C.,ELAB. Y CONS DE PESCADO.,1512,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
282,20483957590,PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD ANONIMA CERRADA,ELAB. Y CONS DE PESCADO.,1512,SAN BORJA,150130,MANUFACTURA,2021,2023-06-26
283,20551782914,GAPC INVERSIONES GENERALES S.A.C.,ELAB. Y CONS DE PESCADO.,1512,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
284,20523108493,INVERSIONES KATHYMAR S.A.C.,ELAB. Y CONS DE PESCADO.,1512,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
288,20100160375,CORP DE INGENIERIA DE REFRIGERACION SRL,ELAB. Y CONS DE PESCADO.,1512,PUEBLO LIBRE,150121,MANUFACTURA,2021,2023-06-26
290,20516790327,BLUE PACIFICO S.A.C.,ELAB. Y CONS DE PESCADO.,1512,MAGDALENA DEL MAR,150120,MANUFACTURA,2021,2023-06-26
292,20531751982,INVERSIONES GENERALES YOCEPA S.A.C.,ELAB. Y CONS DE PESCADO.,1512,LIMA,150101,MANUFACTURA,2021,2023-06-26
294,20516626870,H.O.M.V. ASOCIADOS SOCIEDAD ANONIMA - H.O.M.V ASOCIADOS S.A.C.,ELAB. Y CONS DE PESCADO.,1512,PUEBLO LIBRE,150121,MANUFACTURA,2021,2023-06-26
295,20600662245,PESQUERA OP7 & BELL S.A.C. / OP7 & BELL S.A.C.,ELAB. Y CONS DE PESCADO.,1512,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
296,20369769007,CONSORCIO INDUSTRIAL EL PACIFICO SOCIEDAD ANONIMA CERRADA,ELAB. Y CONS DE PESCADO.,1512,MAGDALENA DEL MAR,150120,MANUFACTURA,2021,2023-06-26
297,20531763646,CORPORACION PESQUERA APOLO SAC,ELAB. Y CONS DE PESCADO.,1512,COMAS,150110,MANUFACTURA,2021,2023-06-26
299,20337994203,KAMPO MARINO PERU S.R.LTDA.,ELAB. Y CONS DE PESCADO.,1512,SAN MIGUEL,150136,MANUFACTURA,2021,2023-06-26
300,20502828992,DAEWON SUSAN S.A.C.,ELAB. Y CONS DE PESCADO.,1512,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
301,20100971772,TECNOLOGICA DE ALIMENTOS S.A.,ELAB. Y CONS DE PESCADO.,1512,SAN BORJA,150130,MANUFACTURA,2021,2023-06-26
304,20518226259,INVERSIONES Y COMERCIO INTERNACIONAL S.R.L.,ELAB. Y CONS DE PESCADO.,1512,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
305,20601115388,GER EXPORT S.A.,ELAB. Y CONS DE PESCADO.,1512,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
306,20600581768,OCEANO SEAFOOD S.A.,ELAB. Y CONS DE PESCADO.,1512,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
307,20549049240,SURTIFOODS PERU S.A.C.,ELAB. Y CONS DE PESCADO.,1512,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
308,20380336384,PESQUERA EXALMAR S.A.A.,ELAB. Y CONS DE PESCADO.,1512,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
309,20518000951,PRODUPESCA S.A.C.,ELAB. Y CONS DE PESCADO.,1512,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
310,20602626025,DASTINMAR S.A.C.,ELAB. Y CONS DE PESCADO.,1512,SAN MIGUEL,150136,MANUFACTURA,2021,2023-06-26
311,20601906113,PETER FISH S.A.C.,ELAB. Y CONS DE PESCADO.,1512,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
312,20205572229,INDUSTRIAL PESQUERA SANTA MONICA S.A.,ELAB. Y CONS DE PESCADO.,1512,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
313,20341167508,MARFRIO PERU S.A.,ELAB. Y CONS DE PESCADO.,1512,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
315,20537123550,PERUVIAN AGRO SERVICES S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
318,20603735090,KIMSA FRESH E.I.R.L.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,CHACLACAYO,150107,MANUFACTURA,2021,2023-06-26
322,20153263524,DESHIDRATADOS TROPICALES S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,ATE,150103,MANUFACTURA,2021,2023-06-26
323,20571593751,GRUPO COMERCIAL CAMPO VERDE S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
326,20600459946,ASEPTIC PERUVIAN FRUIT S.A.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,MAGDALENA DEL MAR,150120,MANUFACTURA,2021,2023-06-26
327,20600669100,CORPORACION AGROANDINA TRADING PERU SOCIEDAD ANONIMA CERRADA-AGROANDINA TRADING PERU S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
330,20557530160,BLUEBERRIES PERU S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
334,20604057796,INVERSIONES PAEM S.A.C,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
335,20544884329,ALV TRADING S.A.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
336,20175077023,AGROINDUSTRIAS HUARAL SOCIEDAD ANONIMA CERRADA,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,MAGDALENA DEL MAR,150120,MANUFACTURA,2021,2023-06-26
339,20522536599,T & T FRUITS S.A.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
340,20603281994,EMERGENT COLD PERU S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
341,20547669046,EXPORTADORA EL PARQUE PERU SAC,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
343,20515405900,VILLA ANDINA SAC BIC,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
349,20100034582,INDUSTRIAL ALPAMAYO S A,ELAB. DE ACEITE Y GRASAS.,1514,LIMA,150101,MANUFACTURA,2021,2023-06-26
350,20531788711,REPRESENTACIONES NAHUEL S.R.L.,ELAB. DE ACEITE Y GRASAS.,1514,SAN JUAN DE MIRAFLORES,150133,MANUFACTURA,2021,2023-06-26
351,20334885560,AGROINDUSTRIAS ICELS S.A.C.,ELAB. DE ACEITE Y GRASAS.,1514,SAN MIGUEL,150136,MANUFACTURA,2021,2023-06-26
354,20603752946,COMERCIALIZADORA PRODUCTOS MARINOS DEL PERU E.I.R.L.,ELAB. DE ACEITE Y GRASAS.,1514,BARRANCO,150104,MANUFACTURA,2021,2023-06-26
355,20603683511,INDUSTRIAS-OLEANA PERU S.A.C.,ELAB. DE ACEITE Y GRASAS.,1514,MAGDALENA DEL MAR,150120,MANUFACTURA,2021,2023-06-26
359,20546139973,DOIL INTERNATIONAL S.A.C.,ELAB. DE ACEITE Y GRASAS.,1514,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
362,20194627492,INDUSTRIA DE GRASAS Y ACEITES SA,ELAB. DE ACEITE Y GRASAS.,1514,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
363,20118475284,TEMPO INDUSTRIA S.A.A. EN LIQUIDACION,ELAB. DE ACEITE Y GRASAS.,1514,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
366,20601306566,LACTEOS DUMAN S.A.C.,ELAB DE PRODUCTOS LACTEOS.,1520,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
367,20510161069,HELATONY'S SOCIEDAD ANONIMA CERRADA,ELAB DE PRODUCTOS LACTEOS.,1520,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
368,20100190797,LECHE GLORIA SOCIEDAD ANONIMA - GLORIA S.A.,ELAB DE PRODUCTOS LACTEOS.,1520,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
369,20109711447,DELICE S.A.C,ELAB DE PRODUCTOS LACTEOS.,1520,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
370,20100095450,LAIVE S A,ELAB DE PRODUCTOS LACTEOS.,1520,ATE,150103,MANUFACTURA,2021,2023-06-26
371,20602516602,ADB INTERNATIONAL S.A.C,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,LINCE,150116,MANUFACTURA,2021,2023-06-26
373,20492896269,EUROFRESH PERU S.A.C,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
374,20516791722,KION EXPORT S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
375,20555881801,INCAVO S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
378,20480636164,SERVICIOS PROCESADORA PERU S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
380,20102154046,INDUSTRIAS ALIMENTARIAS S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
381,20600185081,PROFRUTOS PERU E.I.R.L.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
382,20546676553,BEGGIE PER S.A.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
384,20410065364,CORPORACION FRUTICOLA DE CHINCHA S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
386,20604125821,AGRO FROST S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
387,20601790115,ALCOAXARQUIA PERU S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
388,20543083454,ARATO PERU S.A.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
391,20386367664,VERDEFLOR S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
392,20604519196,JG FRESH PRODUCE S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
393,20502203461,PERUVIAN NATURE S & S S.A.C.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,LURIN,150119,MANUFACTURA,2021,2023-06-26
395,20601200351,AGROPACKING EXPORT S.A.,ELAB. FRUTAS LEG. Y HORTALIZAS.,1513,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
396,20601187389,INDUSTRIAL WALON SOCIEDAD ANONIMA CERRADA - INDUSTRIAL WALON S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,COMAS,150110,MANUFACTURA,2021,2023-06-26
397,20518663985,RAMMES SAC,FAB. DE PRENDAS DE VESTIR.,1810,LIMA,150101,MANUFACTURA,2021,2023-06-26
398,20522350819,AGL INNOVACIONES SOCIEDAD ANONIMA CERRADA,FAB. DE PRENDAS DE VESTIR.,1810,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
400,20114759733,INDUSTRIAS ALIMENTICIAS CUSCO S.A.,ELAB. DE PRODUCTOS DE MOLINERIA.,1531,SAN LUIS,150134,MANUFACTURA,2021,2023-06-26
402,20511183911,CORPORACION EL TRIGAL S.A.C.,ELAB. DE PRODUCTOS DE MOLINERIA.,1531,ATE,150103,MANUFACTURA,2021,2023-06-26
404,20100166144,AGROINDUSTRIA SANTA MARIA S.A.C.,ELAB. DE PRODUCTOS DE MOLINERIA.,1531,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
405,20205922149,P&D ANDINA ALIMENTOS S.A.,ELAB DE PRODUCTOS LACTEOS.,1520,LIMA,150101,MANUFACTURA,2021,2023-06-26
406,20263322496,NESTLE PERU S A,ELAB DE PRODUCTOS LACTEOS.,1520,ATE,150103,MANUFACTURA,2021,2023-06-26
408,20137117712,COMPAIA MOLINERA DEL CENTRO S.A./CIA. MOLINERA DEL CENTRO S.A.,ELAB. DE PRODUCTOS DE MOLINERIA.,1531,ATE,150103,MANUFACTURA,2021,2023-06-26
409,20218786261,COMERCIAL MOLINERA SAN LUIS SAC,ELAB. DE PRODUCTOS DE MOLINERIA.,1531,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
411,20537097613,VALLE FRESCO S.A.C.,ELAB. DE PRODUCTOS DE MOLINERIA.,1531,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
412,20515919768,MOLINOS ASOCIADOS SOCIEDAD ANONIMA CERRADA,ELAB. DE PRODUCTOS DE MOLINERIA.,1531,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
414,20411356206,MOLINERA TROPICAL DEL NORTE SAC,ELAB. DE PRODUCTOS DE MOLINERIA.,1531,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
415,20502661923,EXPRESS JEAN'S C & O S.A.,FAB. DE PRENDAS DE VESTIR.,1810,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
416,20100310016,MANUEL CENDRA S.A.C,FAB. DE PRENDAS DE VESTIR.,1810,PUEBLO LIBRE,150121,MANUFACTURA,2021,2023-06-26
417,20501977439,DEVANLAY PERU S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
418,20551097961,TOPY TEX STAR S.A.,FAB. DE PRENDAS DE VESTIR.,1810,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
419,20202540334,PRODUCTOS Y SERVICIOS VLADY S.A.C.,ELAB. PROD. DE PANADERIA.,1541,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
420,20122278337,BARLETTA S.A.,ELAB. PROD. DE PANADERIA.,1541,ATE,150103,MANUFACTURA,2021,2023-06-26
421,20100282721,JUAN LENG DELGADO S.A.C.,FAB. DE CALZADO.,1920,ATE,150103,MANUFACTURA,2021,2023-06-26
422,20100282641,POLI SHOES S.A.C.,FAB. DE CALZADO.,1920,ATE,150103,MANUFACTURA,2021,2023-06-26
423,20603626932,SHOE'S LIZVEN E.I.R.L.,FAB. DE CALZADO.,1920,VILLA MARIA DEL TRIUNFO,150143,MANUFACTURA,2021,2023-06-26
424,20604180229,MADERACRE TIMBER S.A.C.,ASERRADO Y ACEPILLADURA MADERA.,2010,LA MOLINA,150114,MANUFACTURA,2021,2023-06-26
425,20509413291,IMK MADERAS S.A.C.,ASERRADO Y ACEPILLADURA MADERA.,2010,LIMA,150101,MANUFACTURA,2021,2023-06-26
426,20553292906,JM LUDAFA SOCIEDAD ANONIMA CERRADA,ELAB. PROD. DE PANADERIA.,1541,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
427,20194994053,MADERERA LOS ROBLES S.R.L.,FAB. OTROS PRODUCTOS DE MADERA.,2029,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
428,20418453177,TRUPAL S.A.,FAB. DE PAPEL Y CARTON.,2101,EL AGUSTINO,150111,MANUFACTURA,2021,2023-06-26
429,20100151546,INDUSTRIAS DEL PAPEL S A,FAB. DE PAPEL Y CARTON.,2101,CHACLACAYO,150107,MANUFACTURA,2021,2023-06-26
430,20515685911,CARTOCOR DE PERU S.A.,FAB.  ENVASES DE PAPEL Y CARTON.,2102,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
431,20424964990,CARTONES VILLA MARINA S.A.,FAB.  ENVASES DE PAPEL Y CARTON.,2102,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
432,20101927904,SOCIEDAD ANONIMA PAPELSA,FAB.  ENVASES DE PAPEL Y CARTON.,2102,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
433,20554834001,INDUSTRIAS REAL S.A.C.,FAB. DE OTROS ARTICULOS.,2109,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
434,20101314724,ROTAPEL S A,FAB. DE OTROS ARTICULOS.,2109,ATE,150103,MANUFACTURA,2021,2023-06-26
435,20100152941,KIMBERLY-CLARK PERU S.R.L.,FAB. DE OTROS ARTICULOS.,2109,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
436,20557849492,BALL PERU SOCIEDAD ANONIMA CERRADA EN LIQUIDACION-BALL PERU S.A.C. EN LIQUIDACION,FAB. DE OTROS ARTICULOS.,2109,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
437,20376684513,ROLLOS DE PAPEL SOCIEDAD ANONIMA CERRADA,FAB. DE OTROS ARTICULOS.,2109,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
438,20266352337,PRODUCTOS TISSUE DEL PERU S.A.C - PROTISA-PERU,FAB. DE OTROS ARTICULOS.,2109,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
439,20519078504,CORPORACION PRODESA S.A.C.,FAB. DE OTROS ARTICULOS.,2109,LURIN,150119,MANUFACTURA,2021,2023-06-26
441,20110598646,INDUSTRIAS UNIDAS DEL PERU S.A.,ELAB. DE PRODUCTOS DE MOLINERIA.,1531,SAN BORJA,150130,MANUFACTURA,2021,2023-06-26
443,20506395179,ADM INCA S.A.C.,ELAB. DE PRODUCTOS DE MOLINERIA.,1531,SAN BORJA,150130,MANUFACTURA,2021,2023-06-26
445,20100021847,EXPORTADORA EL SOL S.A.C.,ELAB. DE PRODUCTOS DE MOLINERIA.,1531,LIMA,150101,MANUFACTURA,2021,2023-06-26
446,20100068649,INGREDION PERU S.A.,ELAB DE ALMIDONES Y DERIVADOS.,1532,ATE,150103,MANUFACTURA,2021,2023-06-26
447,20110378956,AGROMAR INDUSTRIAL S.A.,ELAB DE ALMIDONES Y DERIVADOS.,1532,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
449,20372227045,LESAFFRE PERU S.A.C.,ELAB. PROD. DE PANADERIA.,1541,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
450,20125986880,GRUPO ONCE S.A.C.,ELAB. PROD. DE PANADERIA.,1541,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
451,20507590323,MANUFACTURAS KUKULI SAC,FAB. DE PRENDAS DE VESTIR.,1810,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
452,20503929024,COMERCIAL ALGODON Y PUNTO SOCIEDAD ANONIMA CERRADA - COMERCIAL ALGODON Y PUNTO SAC,FAB. TEJIDOS Y ART DE PUNTO.,1730,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
453,20293847038,TEXTILES CAMONES S.A.,FAB. TEJIDOS Y ART DE PUNTO.,1730,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
456,20502503180,NIISA CORPORATION S.A.,ELAB. PROD. DE PANADERIA.,1541,ATE,150103,MANUFACTURA,2021,2023-06-26
458,20102256558,GELAFRUT S.R.L.,ELAB. PROD. DE PANADERIA.,1541,SAN LUIS,150134,MANUFACTURA,2021,2023-06-26
459,20144215649,NUTRA S.A.C.,ELAB. PROD. DE PANADERIA.,1541,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
462,20101915051,GRUPO AGV S.A.C.,FAB. PARTES Y PIEZAS CARPINTERIA.,2022,SURQUILLO,150141,MANUFACTURA,2021,2023-06-26
463,20492111717,CAMPO ANDINO S.A.C.,FAB. RECIPIENTES DE MADERA.,2023,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
464,20510354291,MADERERA VILLASOL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,FAB. RECIPIENTES DE MADERA.,2023,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
465,20469653707,PASTIPAN SOCIEDAD ANONIMA CERRADA,ELAB. PROD. DE PANADERIA.,1541,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
466,20600655818,DESSERT FACTORY S.A.C.,ELAB. PROD. DE PANADERIA.,1541,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
467,20600543459,INDUSTRIA PANIFICADORA DEL SUR SOCIEDAD ANONIMA CERRADA - INDUPAN DEL SUR S.A.C.,ELAB. PROD. DE PANADERIA.,1541,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
468,20600679164,PANIFICADORA GLORIA SOCIEDAD ANONIMA - PANIFICADORA GLORIA S.A.,ELAB. PROD. DE PANADERIA.,1541,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
469,20605052097,LIGHT FOOD COMPANY SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA-LIGHT FOOD COMPANY S.R.L.,ELAB. PROD. DE PANADERIA.,1541,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
470,20536733419,EMUSA PERU S.A.C.,ACTIVIDADES DE IMPRESION.,2221,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
471,20458418803,META COLOR S.A.C.,ACTIVIDADES DE IMPRESION.,2221,VILLA EL SALVADOR,150142,MANUFACTURA,2021,2023-06-26
472,20469820531,CECOSAMI SOCIEDAD ANONIMA CERRADA,ACTIVIDADES DE IMPRESION.,2221,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
473,20510561831,METROCOMUNICACIONES S.A.C.,ACTIVIDADES DE IMPRESION.,2221,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
474,20262561781,METROCOLOR S.A.,ACTIVIDADES DE IMPRESION.,2221,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
475,20349792193,THOMAS GREG & SONS DE PERU S.A.,ACTIVIDADES DE IMPRESION.,2221,LURIN,150119,MANUFACTURA,2021,2023-06-26
476,20550488605,PROLABELS S.A.,ACTIVIDADES DE IMPRESION.,2221,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
478,20100093830,PANADERIA SAN JORGE S A,ELAB. PROD. DE PANADERIA.,1541,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
479,20487210791,PROCESO DE ALIMENTOS LAS DELICIAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,ELAB. PROD. DE PANADERIA.,1541,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
480,20538076318,IDEMIA DEL PERU S.A.,ACTIVIDADES DE IMPRESION.,2221,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
481,20153270814,EXITUNO S.A.,ACTIVIDADES DE IMPRESION.,2221,PUEBLO LIBRE,150121,MANUFACTURA,2021,2023-06-26
482,20377832699,EDICION Y COLOR S.A.C.,ACTIVIDADES DE IMPRESION.,2221,ATE,150103,MANUFACTURA,2021,2023-06-26
483,20543302199,ANDITEC FUSION S.A.C.,ELAB DE OTROS PROD. ALIMENTICIOS.,1549,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
